cell	cell_index	clone_assignment	segment	start_bin	end_bin	cn_A	cn_B	total_cn	loh
cell158	158	5	2	75	80	2	0	2	True
cell158	158	5	3	81	83	1	0	1	True
cell158	158	5	4	84	86	1	0	1	True
cell158	158	5	5	87	89	1	0	1	True
cell158	158	5	6	90	243	1	1	2	False
cell158	158	5	7	244	497	1	1	2	False
cell159	159	3	0	0	46	1	2	3	False
cell159	159	3	1	47	74	1	2	3	False
cell159	159	3	2	75	80	1	2	3	False
cell159	159	3	3	81	83	1	2	3	False
cell159	159	3	4	84	86	1	2	3	False
cell159	159	3	5	87	89	1	2	3	False
cell159	159	3	6	90	243	1	2	3	False
cell159	159	3	7	244	497	1	1	2	False
cell160	160	0	0	0	46	1	1	2	False
cell160	160	0	1	47	74	1	1	2	False
cell160	160	0	2	75	80	1	1	2	False
cell160	160	0	3	81	83	1	1	2	False
cell160	160	0	4	84	86	1	1	2	False
cell160	160	0	5	87	89	1	1	2	False
cell160	160	0	6	90	243	1	1	2	False
cell160	160	0	7	244	497	1	1	2	False
cell161	161	3	0	0	46	1	2	3	False
cell161	161	3	1	47	74	1	2	3	False
cell161	161	3	2	75	80	1	2	3	False
cell161	161	3	3	81	83	1	2	3	False
cell161	161	3	4	84	86	1	2	3	False
cell161	161	3	5	87	89	1	2	3	False
cell161	161	3	6	90	243	1	2	3	False
cell161	161	3	7	244	497	1	1	2	False
cell162	162	3	0	0	46	1	2	3	False
cell162	162	3	1	47	74	1	2	3	False
cell162	162	3	2	75	80	1	2	3	False
cell162	162	3	3	81	83	1	2	3	False
cell162	162	3	4	84	86	1	2	3	False
cell162	162	3	5	87	89	1	2	3	False
cell162	162	3	6	90	243	1	2	3	False
cell162	162	3	7	244	497	1	1	2	False
cell163	163	3	0	0	46	1	2	3	False
cell163	163	3	1	47	74	1	2	3	False
cell163	163	3	2	75	80	1	2	3	False
cell163	163	3	3	81	83	1	2	3	False
cell163	163	3	4	84	86	1	2	3	False
cell163	163	3	5	87	89	1	2	3	False
cell163	163	3	6	90	243	1	2	3	False
cell163	163	3	7	244	497	1	1	2	False
cell164	164	3	0	0	46	1	2	3	False
cell164	164	3	1	47	74	1	2	3	False
cell164	164	3	2	75	80	1	2	3	False
cell164	164	3	3	81	83	1	2	3	False
cell164	164	3	4	84	86	1	2	3	False
cell164	164	3	5	87	89	1	2	3	False
cell164	164	3	6	90	243	1	2	3	False
cell164	164	3	7	244	497	1	1	2	False
cell165	165	7	0	0	46	1	1	2	False
cell165	165	7	1	47	74	2	1	3	False
cell165	165	7	2	75	80	2	0	2	True
cell165	165	7	3	81	83	1	0	1	True
cell165	165	7	4	84	86	0	0	0	False
cell165	165	7	5	87	89	1	0	1	True
cell165	165	7	6	90	243	1	1	2	False
cell165	165	7	7	244	497	1	1	2	False
cell166	166	3	0	0	46	1	2	3	False
cell166	166	3	1	47	74	1	2	3	False
cell166	166	3	2	75	80	1	2	3	False
cell166	166	3	3	81	83	1	2	3	False
cell166	166	3	4	84	86	1	2	3	False
cell166	166	3	5	87	89	1	2	3	False
cell166	166	3	6	90	243	1	2	3	False
cell166	166	3	7	244	497	1	1	2	False
cell167	167	3	0	0	46	1	2	3	False
cell167	167	3	1	47	74	1	2	3	False
cell167	167	3	2	75	80	1	2	3	False
cell167	167	3	3	81	83	1	2	3	False
cell167	167	3	4	84	86	1	2	3	False
cell167	167	3	5	87	89	1	2	3	False
cell167	167	3	6	90	243	1	2	3	False
cell167	167	3	7	244	497	1	1	2	False
cell168	168	3	0	0	46	1	2	3	False
cell168	168	3	1	47	74	1	2	3	False
cell168	168	3	2	75	80	1	2	3	False
cell168	168	3	3	81	83	1	2	3	False
cell168	168	3	4	84	86	1	2	3	False
cell168	168	3	5	87	89	1	2	3	False
cell168	168	3	6	90	243	1	2	3	False
cell168	168	3	7	244	497	1	1	2	False
cell169	169	3	0	0	46	1	2	3	False
cell169	169	3	1	47	74	1	2	3	False
cell169	169	3	2	75	80	1	2	3	False
cell169	169	3	3	81	83	1	2	3	False
cell169	169	3	4	84	86	1	2	3	False
cell169	169	3	5	87	89	1	2	3	False
cell169	169	3	6	90	243	1	2	3	False
cell169	169	3	7	244	497	1	1	2	False
cell170	170	5	0	0	46	1	1	2	False
cell170	170	5	1	47	74	2	1	3	False
cell170	170	5	2	75	80	2	0	2	True
cell170	170	5	3	81	83	1	0	1	True
cell170	170	5	4	84	86	1	0	1	True
cell170	170	5	5	87	89	1	0	1	True
cell170	170	5	6	90	243	1	1	2	False
cell170	170	5	7	244	497	1	1	2	False
cell171	171	8	0	0	46	1	1	2	False
cell171	171	8	1	47	74	2	1	3	False
cell171	171	8	2	75	80	2	0	2	True
cell171	171	8	3	81	83	1	0	1	True
cell171	171	8	4	84	86	0	0	0	False
cell171	171	8	5	87	89	1	0	1	True
cell171	171	8	6	90	243	1	1	2	False
cell171	171	8	7	244	497	1	1	2	False
cell172	172	3	0	0	46	1	2	3	False
cell172	172	3	1	47	74	1	2	3	False
cell172	172	3	2	75	80	1	2	3	False
cell172	172	3	3	81	83	1	2	3	False
cell172	172	3	4	84	86	1	2	3	False
cell172	172	3	5	87	89	1	2	3	False
cell172	172	3	6	90	243	1	2	3	False
cell172	172	3	7	244	497	1	1	2	False
cell173	173	3	0	0	46	1	2	3	False
cell173	173	3	1	47	74	1	2	3	False
cell173	173	3	2	75	80	1	2	3	False
cell173	173	3	3	81	83	1	2	3	False
cell173	173	3	4	84	86	1	2	3	False
cell173	173	3	5	87	89	1	2	3	False
cell173	173	3	6	90	243	1	2	3	False
cell173	173	3	7	244	497	1	1	2	False
cell174	174	3	0	0	46	1	2	3	False
cell174	174	3	1	47	74	1	2	3	False
cell174	174	3	2	75	80	1	2	3	False
cell174	174	3	3	81	83	1	2	3	False
cell174	174	3	4	84	86	1	2	3	False
cell174	174	3	5	87	89	1	2	3	False
cell174	174	3	6	90	243	1	2	3	False
cell174	174	3	7	244	497	1	1	2	False
cell175	175	3	0	0	46	1	2	3	False
cell175	175	3	1	47	74	1	2	3	False
cell175	175	3	2	75	80	1	2	3	False
cell175	175	3	3	81	83	1	2	3	False
cell175	175	3	4	84	86	1	2	3	False
cell175	175	3	5	87	89	1	2	3	False
cell175	175	3	6	90	243	1	2	3	False
cell175	175	3	7	244	497	1	1	2	False
cell176	176	8	0	0	46	1	1	2	False
cell176	176	8	1	47	74	2	1	3	False
cell176	176	8	2	75	80	2	0	2	True
cell176	176	8	3	81	83	1	0	1	True
cell176	176	8	4	84	86	0	0	0	False
cell176	176	8	5	87	89	1	0	1	True
cell176	176	8	6	90	243	1	1	2	False
cell176	176	8	7	244	497	1	1	2	False
cell177	177	3	0	0	46	1	2	3	False
cell177	177	3	1	47	74	1	2	3	False
cell177	177	3	2	75	80	1	2	3	False
cell177	177	3	3	81	83	1	2	3	False
cell177	177	3	4	84	86	1	2	3	False
cell177	177	3	5	87	89	1	2	3	False
cell177	177	3	6	90	243	1	2	3	False
cell177	177	3	7	244	497	1	1	2	False
cell178	178	3	0	0	46	1	2	3	False
cell178	178	3	1	47	74	1	2	3	False
cell178	178	3	2	75	80	1	2	3	False
cell178	178	3	3	81	83	1	2	3	False
cell178	178	3	4	84	86	1	2	3	False
cell178	178	3	5	87	89	1	2	3	False
cell178	178	3	6	90	243	1	2	3	False
cell178	178	3	7	244	497	1	1	2	False
cell179	179	3	0	0	46	1	2	3	False
cell179	179	3	1	47	74	1	2	3	False
cell179	179	3	2	75	80	1	2	3	False
cell179	179	3	3	81	83	1	2	3	False
cell179	179	3	4	84	86	1	2	3	False
cell179	179	3	5	87	89	1	2	3	False
cell179	179	3	6	90	243	1	2	3	False
cell179	179	3	7	244	497	1	1	2	False
cell180	180	7	0	0	46	1	1	2	False
cell180	180	7	1	47	74	2	1	3	False
cell180	180	7	2	75	80	2	0	2	True
cell180	180	7	3	81	83	1	0	1	True
cell180	180	7	4	84	86	0	0	0	False
cell180	180	7	5	87	89	1	0	1	True
cell180	180	7	6	90	243	1	1	2	False
cell180	180	7	7	244	497	1	1	2	False
cell181	181	3	0	0	46	1	2	3	False
cell181	181	3	1	47	74	1	2	3	False
cell181	181	3	2	75	80	1	2	3	False
cell181	181	3	3	81	83	1	2	3	False
cell181	181	3	4	84	86	1	2	3	False
cell181	181	3	5	87	89	1	2	3	False
cell181	181	3	6	90	243	1	2	3	False
cell181	181	3	7	244	497	1	1	2	False
cell182	182	3	0	0	46	1	2	3	False
cell182	182	3	1	47	74	1	2	3	False
cell182	182	3	2	75	80	1	2	3	False
cell182	182	3	3	81	83	1	2	3	False
cell182	182	3	4	84	86	1	2	3	False
cell182	182	3	5	87	89	1	2	3	False
cell182	182	3	6	90	243	1	2	3	False
cell182	182	3	7	244	497	1	1	2	False
cell183	183	3	0	0	46	1	2	3	False
cell183	183	3	1	47	74	1	2	3	False
cell183	183	3	2	75	80	1	2	3	False
cell183	183	3	3	81	83	1	2	3	False
cell183	183	3	4	84	86	1	2	3	False
cell183	183	3	5	87	89	1	2	3	False
cell183	183	3	6	90	243	1	2	3	False
cell183	183	3	7	244	497	1	1	2	False
cell184	184	3	0	0	46	1	2	3	False
cell184	184	3	1	47	74	1	2	3	False
cell184	184	3	2	75	80	1	2	3	False
cell184	184	3	3	81	83	1	2	3	False
cell184	184	3	4	84	86	1	2	3	False
cell184	184	3	5	87	89	1	2	3	False
cell184	184	3	6	90	243	1	2	3	False
cell184	184	3	7	244	497	1	1	2	False
cell185	185	3	0	0	46	1	2	3	False
cell185	185	3	1	47	74	1	2	3	False
cell185	185	3	2	75	80	1	2	3	False
cell185	185	3	3	81	83	1	2	3	False
cell185	185	3	4	84	86	1	2	3	False
cell185	185	3	5	87	89	1	2	3	False
cell185	185	3	6	90	243	1	2	3	False
cell185	185	3	7	244	497	1	1	2	False
cell186	186	3	0	0	46	1	2	3	False
cell186	186	3	1	47	74	1	2	3	False
cell186	186	3	2	75	80	1	2	3	False
cell186	186	3	3	81	83	1	2	3	False
cell186	186	3	4	84	86	1	2	3	False
cell186	186	3	5	87	89	1	2	3	False
cell186	186	3	6	90	243	1	2	3	False
cell186	186	3	7	244	497	1	1	2	False
cell187	187	3	0	0	46	1	2	3	False
cell187	187	3	1	47	74	1	2	3	False
cell187	187	3	2	75	80	1	2	3	False
cell187	187	3	3	81	83	1	2	3	False
cell187	187	3	4	84	86	1	2	3	False
cell187	187	3	5	87	89	1	2	3	False
cell187	187	3	6	90	243	1	2	3	False
cell187	187	3	7	244	497	1	1	2	False
cell188	188	3	0	0	46	1	2	3	False
cell188	188	3	1	47	74	1	2	3	False
cell188	188	3	2	75	80	1	2	3	False
cell188	188	3	3	81	83	1	2	3	False
cell188	188	3	4	84	86	1	2	3	False
cell188	188	3	5	87	89	1	2	3	False
cell188	188	3	6	90	243	1	2	3	False
cell188	188	3	7	244	497	1	1	2	False
cell189	189	3	0	0	46	1	2	3	False
cell189	189	3	1	47	74	1	2	3	False
cell189	189	3	2	75	80	1	2	3	False
cell189	189	3	3	81	83	1	2	3	False
cell189	189	3	4	84	86	1	2	3	False
cell189	189	3	5	87	89	1	2	3	False
cell189	189	3	6	90	243	1	2	3	False
cell189	189	3	7	244	497	1	1	2	False
cell190	190	3	0	0	46	1	2	3	False
cell190	190	3	1	47	74	1	2	3	False
cell190	190	3	2	75	80	1	2	3	False
cell190	190	3	3	81	83	1	2	3	False
cell190	190	3	4	84	86	1	2	3	False
cell190	190	3	5	87	89	1	2	3	False
cell190	190	3	6	90	243	1	2	3	False
cell190	190	3	7	244	497	1	1	2	False
cell191	191	8	0	0	46	1	1	2	False
cell191	191	8	1	47	74	2	1	3	False
cell191	191	8	2	75	80	2	0	2	True
cell191	191	8	3	81	83	1	0	1	True
cell191	191	8	4	84	86	0	0	0	False
cell191	191	8	5	87	89	1	0	1	True
cell191	191	8	6	90	243	1	1	2	False
cell191	191	8	7	244	497	1	1	2	False
cell192	192	4	0	0	46	1	2	3	False
cell192	192	4	1	47	74	1	2	3	False
cell192	192	4	2	75	80	1	2	3	False
cell192	192	4	3	81	83	1	2	3	False
cell192	192	4	4	84	86	1	2	3	False
cell192	192	4	5	87	89	1	2	3	False
cell192	192	4	6	90	243	1	2	3	False
cell192	192	4	7	244	497	1	1	2	False
cell193	193	3	0	0	46	1	2	3	False
cell193	193	3	1	47	74	1	2	3	False
cell193	193	3	2	75	80	1	2	3	False
cell193	193	3	3	81	83	1	2	3	False
cell193	193	3	4	84	86	1	2	3	False
cell193	193	3	5	87	89	1	2	3	False
cell193	193	3	6	90	243	1	2	3	False
cell193	193	3	7	244	497	1	1	2	False
cell194	194	3	0	0	46	1	2	3	False
cell194	194	3	1	47	74	1	2	3	False
cell194	194	3	2	75	80	1	2	3	False
cell194	194	3	3	81	83	1	2	3	False
cell194	194	3	4	84	86	1	2	3	False
cell194	194	3	5	87	89	1	2	3	False
cell194	194	3	6	90	243	1	2	3	False
cell194	194	3	7	244	497	1	1	2	False
cell195	195	7	0	0	46	1	1	2	False
cell195	195	7	1	47	74	2	1	3	False
cell195	195	7	2	75	80	2	0	2	True
cell195	195	7	3	81	83	1	0	1	True
cell195	195	7	4	84	86	0	0	0	False
cell195	195	7	5	87	89	1	0	1	True
cell195	195	7	6	90	243	1	1	2	False
cell195	195	7	7	244	497	1	1	2	False
cell196	196	3	0	0	46	1	2	3	False
cell196	196	3	1	47	74	1	2	3	False
cell196	196	3	2	75	80	1	2	3	False
cell196	196	3	3	81	83	1	2	3	False
cell196	196	3	4	84	86	1	2	3	False
cell196	196	3	5	87	89	1	2	3	False
cell196	196	3	6	90	243	1	2	3	False
cell196	196	3	7	244	497	1	1	2	False
cell197	197	3	0	0	46	1	2	3	False
cell197	197	3	1	47	74	1	2	3	False
cell197	197	3	2	75	80	1	2	3	False
cell197	197	3	3	81	83	1	2	3	False
cell197	197	3	4	84	86	1	2	3	False
cell197	197	3	5	87	89	1	2	3	False
cell197	197	3	6	90	243	1	2	3	False
cell197	197	3	7	244	497	1	1	2	False
cell198	198	7	0	0	46	1	1	2	False
cell198	198	7	1	47	74	2	1	3	False
cell198	198	7	2	75	80	2	0	2	True
cell198	198	7	3	81	83	1	0	1	True
cell198	198	7	4	84	86	0	0	0	False
cell198	198	7	5	87	89	1	0	1	True
cell198	198	7	6	90	243	1	1	2	False
cell198	198	7	7	244	497	1	1	2	False
cell199	199	3	0	0	46	1	2	3	False
cell199	199	3	1	47	74	1	2	3	False
cell199	199	3	2	75	80	1	2	3	False
cell199	199	3	3	81	83	1	2	3	False
cell199	199	3	4	84	86	1	2	3	False
cell199	199	3	5	87	89	1	2	3	False
cell199	199	3	6	90	243	1	2	3	False
cell199	199	3	7	244	497	1	1	2	False
